0	177	79	0	200
1	248	271	0	200
2	477	283	0	200
3	429	0	0	200
4	276	37	0	200
5	266	346	0	200
6	440	339	0	200
7	37	496	0	200
8	202	177	0	200
9	145	47	0	200
10	364	417	0	200
11	113	98	0	200
12	378	307	0	200
13	189	454	0	200
14	419	175	0	200
15	246	416	0	200
16	235	79	0	200
17	139	384	0	200
18	259	411	0	200
19	340	323	0	200
20	197	408	0	200
21	458	311	0	200
22	208	442	0	200
23	111	39	0	200
24	93	282	0	200
25	157	330	0	200
26	354	290	0	200
27	414	53	0	200
28	295	133	0	200
29	31	323	0	200
30	17	217	0	200
31	128	459	0	200
32	206	314	0	200
33	261	353	0	200
34	383	449	0	200
35	265	247	0	200
36	4	376	0	200
37	437	51	0	200
38	75	410	0	200
39	256	338	0	200
40	39	130	0	200
41	43	474	0	200
42	345	346	0	200
43	132	495	0	200
44	72	20	0	200
45	115	386	0	200
46	120	194	0	200
47	308	344	0	200
48	413	221	0	200
49	148	471	0	200
