0	149	301	0	200
1	182	286	0	200
2	182	464	0	200
3	302	221	0	200
4	298	184	0	200
5	272	399	0	200
6	468	323	0	200
7	272	88	0	200
8	135	127	0	200
9	278	201	0	200
10	439	304	0	200
11	59	203	0	200
12	273	252	0	200
13	341	490	0	200
14	317	0	0	200
15	19	337	0	200
16	259	255	0	200
17	335	358	0	200
18	317	453	0	200
19	179	282	0	200
20	483	121	0	200
21	455	311	0	200
22	379	75	0	200
23	285	384	0	200
24	414	492	0	200
25	475	17	0	200
26	297	355	0	200
27	314	117	0	200
28	43	477	0	200
29	348	330	0	200
30	251	193	0	200
31	135	210	0	200
32	485	84	0	200
33	479	384	0	200
34	110	78	0	200
35	226	372	0	200
36	267	354	0	200
37	480	323	0	200
38	115	345	0	200
39	216	186	0	200
40	0	305	0	200
41	178	302	0	200
42	145	274	0	200
43	100	32	0	200
44	369	129	0	200
45	90	482	0	200
46	190	126	0	200
47	177	408	0	200
48	176	379	0	200
49	348	339	0	200
50	385	279	0	200
51	312	0	0	200
52	349	92	0	200
53	25	53	0	200
54	405	412	0	200
55	403	402	0	200
56	88	10	0	200
57	315	7	0	200
58	498	183	0	200
59	58	143	0	200
60	183	195	0	200
61	444	210	0	200
62	377	396	0	200
63	187	425	0	200
64	354	371	0	200
65	97	96	0	200
66	335	231	0	200
67	393	155	0	200
68	55	413	0	200
69	101	205	0	200
70	367	488	0	200
71	276	61	0	200
72	276	474	0	200
73	213	290	0	200
74	407	72	0	200
75	435	479	0	200
76	19	256	0	200
77	405	315	0	200
78	419	99	0	200
79	417	28	0	200
80	406	289	0	200
81	363	66	0	200
82	337	272	0	200
83	226	378	0	200
84	266	335	0	200
85	443	366	0	200
86	330	387	0	200
87	360	137	0	200
88	302	28	0	200
89	100	491	0	200
90	202	123	0	200
91	254	204	0	200
92	375	416	0	200
93	450	404	0	200
94	266	43	0	200
95	141	275	0	200
96	390	249	0	200
97	358	275	0	200
98	131	317	0	200
99	274	452	0	200
