0	261	85	0	200
1	353	449	0	200
2	157	464	0	200
3	42	453	0	200
4	298	14	0	200
5	5	226	0	200
6	204	164	0	200
7	132	197	0	200
8	390	356	0	200
9	313	477	0	200
10	266	462	0	200
11	264	489	0	200
12	198	100	0	200
13	284	371	0	200
14	303	201	0	200
15	309	213	0	200
16	53	468	0	200
17	27	217	0	200
18	104	239	0	200
19	202	117	0	200
20	251	16	0	200
21	356	429	0	200
22	490	431	0	200
23	312	365	0	200
24	68	446	0	200
25	338	135	0	200
26	439	51	0	200
27	121	310	0	200
28	272	450	0	200
29	0	221	0	200
30	490	58	0	200
31	252	304	0	200
32	275	249	0	200
33	465	271	0	200
34	370	314	0	200
35	70	155	0	200
36	109	163	0	200
37	435	326	0	200
38	375	337	0	200
39	417	81	0	200
40	244	60	0	200
41	52	402	0	200
42	357	486	0	200
43	205	182	0	200
44	245	246	0	200
45	457	171	0	200
46	337	488	0	200
47	265	321	0	200
48	5	102	0	200
49	86	151	0	200
50	27	39	0	200
51	138	350	0	200
52	161	390	0	200
53	470	38	0	200
54	189	374	0	200
55	240	168	0	200
56	31	7	0	200
57	258	237	0	200
58	318	489	0	200
59	354	76	0	200
60	163	277	0	200
61	69	446	0	200
62	210	0	0	200
63	202	18	0	200
64	258	366	0	200
65	110	465	0	200
66	93	210	0	200
67	328	142	0	200
68	351	196	0	200
69	212	279	0	200
70	271	401	0	200
71	312	404	0	200
72	404	11	0	200
73	227	52	0	200
74	76	143	0	200
75	499	170	0	200
76	363	304	0	200
77	5	335	0	200
78	172	21	0	200
79	241	74	0	200
80	149	429	0	200
81	274	58	0	200
82	190	251	0	200
83	65	493	0	200
84	328	323	0	200
85	219	412	0	200
86	227	219	0	200
87	385	143	0	200
88	33	183	0	200
89	82	392	0	200
90	208	436	0	200
91	334	147	0	200
92	45	453	0	200
93	468	189	0	200
94	122	228	0	200
95	299	44	0	200
96	414	6	0	200
97	486	16	0	200
98	371	20	0	200
99	451	225	0	200
100	300	302	0	200
101	392	400	0	200
102	406	459	0	200
103	355	446	0	200
104	207	152	0	200
105	355	481	0	200
106	406	295	0	200
107	399	165	0	200
108	179	299	0	200
109	265	449	0	200
110	355	141	0	200
111	350	47	0	200
112	485	161	0	200
113	325	393	0	200
114	325	315	0	200
115	416	471	0	200
116	19	104	0	200
117	457	287	0	200
118	177	283	0	200
119	118	480	0	200
120	231	192	0	200
121	71	326	0	200
122	147	36	0	200
123	106	50	0	200
124	301	483	0	200
125	241	231	0	200
126	361	19	0	200
127	27	435	0	200
128	499	477	0	200
129	306	124	0	200
130	327	279	0	200
131	488	367	0	200
132	67	317	0	200
133	138	365	0	200
134	134	108	0	200
135	72	216	0	200
136	329	349	0	200
137	47	300	0	200
138	42	219	0	200
139	402	305	0	200
140	227	153	0	200
141	386	6	0	200
142	72	20	0	200
143	201	414	0	200
144	370	466	0	200
145	241	153	0	200
146	275	278	0	200
147	452	466	0	200
148	470	352	0	200
149	24	289	0	200
