0	234	206	0	200
1	169	398	0	200
2	51	459	0	200
3	41	434	0	200
4	43	20	0	200
5	30	339	0	200
6	491	165	0	200
7	476	135	0	200
8	229	326	0	200
9	244	426	0	200
10	204	340	0	200
11	132	321	0	200
12	35	171	0	200
13	461	457	0	200
14	322	410	0	200
15	358	299	0	200
16	335	31	0	200
17	189	11	0	200
18	302	351	0	200
19	261	4	0	200
20	93	359	0	200
21	376	7	0	200
22	407	82	0	200
23	355	353	0	200
24	309	272	0	200
25	57	187	0	200
26	480	202	0	200
27	209	189	0	200
28	204	88	0	200
29	203	327	0	200
30	259	284	0	200
31	222	342	0	200
32	166	460	0	200
33	481	131	0	200
34	29	431	0	200
35	389	336	0	200
36	324	145	0	200
37	67	367	0	200
38	231	275	0	200
39	349	313	0	200
40	494	238	0	200
41	213	71	0	200
42	241	23	0	200
43	329	35	0	200
44	261	327	0	200
45	21	371	0	200
46	427	327	0	200
47	121	311	0	200
48	455	43	0	200
49	129	467	0	200
50	447	207	0	200
51	470	107	0	200
52	280	76	0	200
53	172	186	0	200
54	166	323	0	200
55	18	25	0	200
56	307	84	0	200
57	175	424	0	200
58	94	222	0	200
59	275	82	0	200
60	160	344	0	200
61	321	301	0	200
62	0	462	0	200
63	37	419	0	200
64	39	114	0	200
65	221	417	0	200
66	379	127	0	200
67	284	68	0	200
68	399	340	0	200
69	63	255	0	200
70	124	83	0	200
71	356	355	0	200
72	448	99	0	200
73	205	389	0	200
74	346	385	0	200
75	446	0	0	200
76	100	150	0	200
77	390	52	0	200
78	127	404	0	200
79	121	398	0	200
80	70	216	0	200
81	299	7	0	200
82	285	74	0	200
83	488	279	0	200
84	165	368	0	200
85	150	242	0	200
86	319	52	0	200
87	396	4	0	200
88	9	102	0	200
89	53	80	0	200
90	386	350	0	200
91	466	155	0	200
92	32	346	0	200
93	444	404	0	200
94	65	198	0	200
95	413	357	0	200
96	409	229	0	200
97	159	152	0	200
98	371	38	0	200
99	485	193	0	200
100	291	99	0	200
101	144	450	0	200
102	187	299	0	200
103	253	290	0	200
104	396	434	0	200
105	422	148	0	200
106	22	45	0	200
107	323	445	0	200
108	436	423	0	200
109	408	354	0	200
110	236	119	0	200
111	15	372	0	200
112	206	270	0	200
113	154	97	0	200
114	155	390	0	200
115	40	408	0	200
116	342	144	0	200
117	377	1	0	200
118	234	392	0	200
119	354	251	0	200
120	235	358	0	200
121	267	469	0	200
122	72	210	0	200
123	183	465	0	200
124	111	289	0	200
125	154	92	0	200
126	170	496	0	200
127	156	345	0	200
128	206	418	0	200
129	44	181	0	200
130	491	332	0	200
131	269	33	0	200
132	361	72	0	200
133	392	131	0	200
134	330	146	0	200
135	332	136	0	200
136	163	62	0	200
137	110	83	0	200
138	38	109	0	200
139	408	121	0	200
140	319	22	0	200
141	371	60	0	200
142	366	25	0	200
143	412	149	0	200
144	136	335	0	200
145	33	318	0	200
146	495	482	0	200
147	193	54	0	200
148	29	422	0	200
149	138	102	0	200
